cluster	matrix_name	transcripts_ids	Gene	Enrichment	Adjust.P.value	Description
early vitellocytes	G5975	SmLINC111061-IBu	G5975	0.392926654200758	4.60429747672506e-34	SmLINC111055-IBu,SmLINC111053-IBu,SmLINC111058-IBu,SmLINC111062-IBu,SmLINC111060-IBu,SmLINC111052-IBu,SmLINC111051-IBu,SmLINC111063-IBu,SmLINC111057-IBu,SmLINC111054-IBu,SmLINC111061-IBu,SmLINC111059-IBu
meg-1+	G5975	SmLINC111061-IBu	G5975	0.395615197914996	4.12371926490071e-63	SmLINC111055-IBu,SmLINC111053-IBu,SmLINC111058-IBu,SmLINC111062-IBu,SmLINC111060-IBu,SmLINC111052-IBu,SmLINC111051-IBu,SmLINC111063-IBu,SmLINC111057-IBu,SmLINC111054-IBu,SmLINC111061-IBu,SmLINC111059-IBu
dmrt1+ neoblasts	G5975	SmLINC111061-IBu	G5975	0.352770944146222	2.24023734369228e-07	SmLINC111055-IBu,SmLINC111053-IBu,SmLINC111058-IBu,SmLINC111062-IBu,SmLINC111060-IBu,SmLINC111052-IBu,SmLINC111051-IBu,SmLINC111063-IBu,SmLINC111057-IBu,SmLINC111054-IBu,SmLINC111061-IBu,SmLINC111059-IBu
early vitellocytes	G5975	SmLINC111062-IBu	G5975	0.392926654200758	4.60429747672506e-34	SmLINC111055-IBu,SmLINC111053-IBu,SmLINC111058-IBu,SmLINC111062-IBu,SmLINC111060-IBu,SmLINC111052-IBu,SmLINC111051-IBu,SmLINC111063-IBu,SmLINC111057-IBu,SmLINC111054-IBu,SmLINC111061-IBu,SmLINC111059-IBu
dmrt1+ neoblasts	G5975	SmLINC111062-IBu	G5975	0.352770944146222	2.24023734369228e-07	SmLINC111055-IBu,SmLINC111053-IBu,SmLINC111058-IBu,SmLINC111062-IBu,SmLINC111060-IBu,SmLINC111052-IBu,SmLINC111051-IBu,SmLINC111063-IBu,SmLINC111057-IBu,SmLINC111054-IBu,SmLINC111061-IBu,SmLINC111059-IBu
meg-1+	G5975	SmLINC111062-IBu	G5975	0.395615197914996	4.12371926490071e-63	SmLINC111055-IBu,SmLINC111053-IBu,SmLINC111058-IBu,SmLINC111062-IBu,SmLINC111060-IBu,SmLINC111052-IBu,SmLINC111051-IBu,SmLINC111063-IBu,SmLINC111057-IBu,SmLINC111054-IBu,SmLINC111061-IBu,SmLINC111059-IBu
dmrt1+ neoblasts	G5975	SmLINC111063-IBu	G5975	0.352770944146222	2.24023734369228e-07	SmLINC111055-IBu,SmLINC111053-IBu,SmLINC111058-IBu,SmLINC111062-IBu,SmLINC111060-IBu,SmLINC111052-IBu,SmLINC111051-IBu,SmLINC111063-IBu,SmLINC111057-IBu,SmLINC111054-IBu,SmLINC111061-IBu,SmLINC111059-IBu
early vitellocytes	G5975	SmLINC111063-IBu	G5975	0.392926654200758	4.60429747672506e-34	SmLINC111055-IBu,SmLINC111053-IBu,SmLINC111058-IBu,SmLINC111062-IBu,SmLINC111060-IBu,SmLINC111052-IBu,SmLINC111051-IBu,SmLINC111063-IBu,SmLINC111057-IBu,SmLINC111054-IBu,SmLINC111061-IBu,SmLINC111059-IBu
meg-1+	G5975	SmLINC111063-IBu	G5975	0.395615197914996	4.12371926490071e-63	SmLINC111055-IBu,SmLINC111053-IBu,SmLINC111058-IBu,SmLINC111062-IBu,SmLINC111060-IBu,SmLINC111052-IBu,SmLINC111051-IBu,SmLINC111063-IBu,SmLINC111057-IBu,SmLINC111054-IBu,SmLINC111061-IBu,SmLINC111059-IBu
parenchyma 2	G6237	SmLINC111534-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111534-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111535-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111535-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111536-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111536-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111537-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111537-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111538-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111538-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111540-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111540-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111542-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111542-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111543-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111543-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111544-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111544-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111545-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111545-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111546-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111546-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111547-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111547-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111548-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111548-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 2	G6237	SmLINC111549-IBu	G6237	1.37564531630948	3.4255991415814e-109	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6237	SmLINC111549-IBu	G6237	1.0909530430908	0	SmLINC111548-IBu,SmLINC111543-IBu,SmLINC111542-IBu,SmLINC111536-IBu,SmLINC111535-IBu,SmLINC111547-IBu,SmLINC111537-IBu,SmLINC111544-IBu,SmLINC111549-IBu,SmLINC111534-IBu,SmLINC111538-IBu,SmLINC111540-IBu,SmLINC111546-IBu,SmLINC111545-IBu
parenchyma 1	G6872	SmLINC112783-IBu	G6872	0.95825899306391	0	SmLINC112783-IBu
parenchyma 2	G6872	SmLINC112783-IBu	G6872	0.534275724717098	8.52420065933048e-26	SmLINC112783-IBu
zfp-1-1+	G6945	SmLINC112940-IBu	G6945	0.379326806443503	2.48074479186402e-72	SmLINC112940-IBu
meg-1+	G6945	SmLINC112940-IBu	G6945	0.418330095378167	0	SmLINC112940-IBu
zfp-1-1+	G7881	SmLINC114751-IBu	G7881	1.1210884093128	8.45696890753698e-241	SmLINC114751-IBu
parenchyma 2	G8144	SmLINC115254-IBu	G8144	0.445459278929411	8.86601073849944e-17	SmLINC115255-IBu,SmLINC115254-IBu
parenchyma 2	G8144	SmLINC115255-IBu	G8144	0.445459278929411	8.86601073849944e-17	SmLINC115255-IBu,SmLINC115254-IBu
meg-1+	G8251	SmLINC115462-IBu	G8251	1.23900329298211	0	SmLINC115462-IBu
dmrt1+ neoblasts	G9351	SmLINC117472-IBu	G9351	0.274115044317359	0.011644211437196	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
mature vitellocytes	G9351	SmLINC117472-IBu	G9351	0.389120463997023	1.34940413019164e-08	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
early vitellocytes	G9351	SmLINC117472-IBu	G9351	0.41092381465783	1.37525365438988e-39	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
late vitellocytes	G9351	SmLINC117472-IBu	G9351	0.259562407185841	2.60796638651757e-10	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
late vitellocytes	G9351	SmLINC117473-IBu	G9351	0.259562407185841	2.60796638651757e-10	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
mature vitellocytes	G9351	SmLINC117473-IBu	G9351	0.389120463997023	1.34940413019164e-08	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
dmrt1+ neoblasts	G9351	SmLINC117473-IBu	G9351	0.274115044317359	0.011644211437196	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
early vitellocytes	G9351	SmLINC117473-IBu	G9351	0.41092381465783	1.37525365438988e-39	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
mature vitellocytes	G9351	SmLINC117474-IBu	G9351	0.389120463997023	1.34940413019164e-08	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
early vitellocytes	G9351	SmLINC117474-IBu	G9351	0.41092381465783	1.37525365438988e-39	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
dmrt1+ neoblasts	G9351	SmLINC117474-IBu	G9351	0.274115044317359	0.011644211437196	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
late vitellocytes	G9351	SmLINC117474-IBu	G9351	0.259562407185841	2.60796638651757e-10	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
dmrt1+ neoblasts	G9351	SmLINC117475-IBu	G9351	0.274115044317359	0.011644211437196	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
early vitellocytes	G9351	SmLINC117475-IBu	G9351	0.41092381465783	1.37525365438988e-39	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
late vitellocytes	G9351	SmLINC117475-IBu	G9351	0.259562407185841	2.60796638651757e-10	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
mature vitellocytes	G9351	SmLINC117475-IBu	G9351	0.389120463997023	1.34940413019164e-08	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
mature vitellocytes	G9351	SmLINC117476-IBu	G9351	0.389120463997023	1.34940413019164e-08	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
late vitellocytes	G9351	SmLINC117476-IBu	G9351	0.259562407185841	2.60796638651757e-10	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
dmrt1+ neoblasts	G9351	SmLINC117476-IBu	G9351	0.274115044317359	0.011644211437196	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
early vitellocytes	G9351	SmLINC117476-IBu	G9351	0.41092381465783	1.37525365438988e-39	SmLINC117483-IBu,SmLINC117473-IBu,SmLINC117476-IBu,SmLINC117480-IBu,SmLINC117477-IBu,SmLINC117490-IBu,SmLINC117475-IBu,SmLINC117489-IBu,SmLINC117478-IBu,SmLINC117479-IBu,SmLINC117484-IBu,SmLINC117487-IBu,SmLINC117474-IBu,SmLINC117486-IBu,SmLINC117491-IBu,SmLINC117482-IBu,SmLINC117488-IBu,SmLINC117481-IBu,SmLINC117485-IBu,SmLINC117472-IBu
